brand,category,image,title,sku,instock,productId,price,description,specifications
Bambi,"Автокресло детское***",https://images.ua.prom.st/1468617143_w640_h640_avtokreslo-detskoe-el.jpg," Автокресло детское EL CAMINO группа 0-1-2-3  ME 1017-2 STEP ***","ME 1017-2 STEP","В наличии",839728487,1848,"ГРУППА 0+/1 (до 18кг) +     I-II-III (9-36кг) +   СПОСОБ УСТАНОВКИ  лицом против хода движения +     лицом по ходу движения +   РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный +   ПОДГОЛОВНИК регулируемый +     кол-во положений мультипозиционный   СПИНКА регулируемая +     кол-во положений 4   ДОПОЛНИТЕЛЬНЫЕ ФУНКЦИИ   чехол съемный       валик для изменения глубины посадки   ТКАНЬ   лен   ГАБАРИТНЫЙ РАЗМЕР ширина/высота/глубина 48см/min54-max70см/59см","возрастная группа = От 1 до 12 лет,способ установки = Лицом вперед,система крепления = Штатный ремень,точки крепления ребенка = 5-ти точечные ремни,производитель = Bambi,страна производитель = Китай,бустер = Да,подголовник = Регулируемый,"
Bambi,"Автокресло детское***",https://images.ua.prom.st/1609227005_w640_h640_detskoe-avtokreslo-junior.jpg,"Детское автокресло JUNIOR 9-36кг (группа1-2-3) ME 1008 Purple ***","ME 1008","В наличии",899173803,1456,"ГРУППА I-II-III (9-36кг) +   ТИП 2в1 (автокресло/бустер) +   СПОСОБ УСТАНОВКИ  лицом по ходу движения +   РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный +   ПОДГОЛОВНИК регулируемый +     кол-во положений 4   ГАБАРИТНЫЙ РАЗМЕР БУСТЕРА ширина/высота/глубина 45см/19см/40см   ГАБАРИТНЫЙ РАЗМЕР ширина/высота/глубина 45см/min68см-max76см/40см   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР)   6,9 кг / 5,6 кг / 46 х 31 х 69 см","возрастная группа = От 1 до 12 лет,способ установки = Лицом вперед,система крепления = Штатный ремень,точки крепления ребенка = 5-ти точечные ремни,производитель = Bambi,страна производитель = Китай,бустер = Да,подголовник = Регулируемый,"
Bambi,"Автокресло детское***",https://images.ua.prom.st/1609244290_w640_h640_detskoe-avtokreslo-junior.jpg,"Детское автокресло JUNIOR 9-36кг (группа1-2-3) ME 1008 Blue ***","ME 1008","В наличии",899175912,1456,"ГРУППА I-II-III (9-36кг) +   ТИП 2в1 (автокресло/бустер) +   СПОСОБ УСТАНОВКИ  лицом по ходу движения +   РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный +   ПОДГОЛОВНИК регулируемый +     кол-во положений 4   ГАБАРИТНЫЙ РАЗМЕР БУСТЕРА ширина/высота/глубина 45см/19см/40см   ГАБАРИТНЫЙ РАЗМЕР ширина/высота/глубина 45см/min68см-max76см/40см   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР)   6,9 кг / 5,6 кг / 46 х 31 х 69 см","возрастная группа = От 1 до 12 лет,способ установки = Лицом вперед,система крепления = Штатный ремень,точки крепления ребенка = 5-ти точечные ремни,производитель = Bambi,страна производитель = Китай,бустер = Да,подголовник = Регулируемый,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/1070484535_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления трансформер 2в1 Bambi M 1563-8-3 розовый ***","M 1563-8-3","В наличии",658318706,163380,"Стульчик - трансформер для кормления M 1563-8-3, со столиком - состоит из качественных и прочных комплектующих, на ножках имеются поворотные колёсики, что позволяет с лёгкостью перемещать стульчик по комнате, стульчик для кормления оборудован подносом с выемками для тарелки и чашки. Детский стульчик для кормления M 1563-8-3 имеет мягкое и комфортное сидение со спинкой, положение спинки может регулироваться, расстояние от столешницы до спинки также можно регулировать, стульчик снабжен удобной подножкой, что делает принятие пищи комфортным. Стульчик для кормления Bambi M 1563-8-3 легко трансформируется в столик со стульчиком, стульчик в свою очередь, благодаря специальным ножкам, может превращаться в кресло качалку, что позволяет использовать стульчик для кормления долгий срок. Стульчик - трансформер для кормления M 1563-8-3 подходит малышам от четырёх месяцев, снабжен пятиточечным ремнём безопасности, что позволяет пристигнуть непоседливых малышей, максимальная нагрузка достигает 36 кг.<br />
 <br />
 Характеристики стульчика для кормления Bambi M 1563-8-3<br />
 <br />
 Колёса на ножках<br />
 Съемный столик<br />
 Подножка<br />
 Регулируется наклон спинки - 3 положения (сидя, полусидя, полулежа)<br />
 Регулируется расстояние от спинки до столешницы<br />
 Максимальная нагрузка до 36 кг<br />
 Пятиточечный ремень безопасности<br />
 Размер: 107х70х60 см<br />
 Столик: столешница 50х43 см, высота до столешницы 51 см<br />
 Стульчик: высота со спинкой - 72 см, высота до сидения - 30 см, размер сиденья - 43х38 см<br />
 Для детей от 4 месяцев до 3 лет","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
Bertoni,"Стульчики для кормления***",https://images.ua.prom.st/502408505_w640_h640_stulchik-lorelli-primo.jpg,"Стульчик Lorelli PRIMO Blue Sky Adventure***",352650184,"В наличии",352650184,2204,"Стульчик Lorelli PRIMO Удобный, мягкий и безопасный детский стульчик для кормления и игр. - Стул регулируется по высоте в пяти положениях, а так же дополнительный комфорт для малыша доставит регулируемая в 3 положениях спинка и имеет съемный поднос. - Стул компактно складывается и обладает хорошей маневренностью, благодаря 2 колесам со стопорами.<br />
 - Хорошо моющийся съемный чехол. - Яркая расцветка ткани, благотворно влияет психоэмоциональное состояние ребенка. Производство Bertoni","производитель = Bertoni,страна производитель = Болгария,тип = Классический стульчик,"
Bertoni,"Стульчики для кормления***",https://images.ua.prom.st/502409503_w640_h640_stulchik-lorelli-primo.jpg,"Стульчик Lorelli PRIMO Multicolor***",352650427,"В наличии",352650427,2204,"Стульчик Lorelli PRIMO Удобный, мягкий и безопасный детский стульчик для кормления и игр. - Стул регулируется по высоте в пяти положениях, а так же дополнительный комфорт для малыша доставит регулируемая в 3 положениях спинка и имеет съемный поднос. - Стул компактно складывается и обладает хорошей маневренностью, благодаря 2 колесам со стопорами.<br />
 - Хорошо моющийся съемный чехол. - Яркая расцветка ткани, благотворно влияет психоэмоциональное состояние ребенка. Производство Bertoni","производитель = Bertoni,страна производитель = Болгария,тип = Классический стульчик,"
Bertoni,"Стульчики для кормления***",https://images.ua.prom.st/502405743_w640_h640_stulchik-lorelli-primo.jpg,"Стульчик Lorelli PRIMO Blue Adventure***",352649807,"В наличии",352649807,2204,"Стульчик Lorelli PRIMO Удобный, мягкий и безопасный детский стульчик для кормления и игр. - Стул регулируется по высоте в пяти положениях, а так же дополнительный комфорт для малыша доставит регулируемая в 3 положениях спинка и имеет съемный поднос. - Стул компактно складывается и обладает хорошей маневренностью, благодаря 2 колесам со стопорами.<br />
 - Хорошо моющийся съемный чехол. - Яркая расцветка ткани, благотворно влияет психоэмоциональное состояние ребенка. Производство Bertoni","производитель = Bertoni,страна производитель = Болгария,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524362406_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HC580-5 зеленый***",HC580-5,"В наличии",369906441,1605,"Популярная модель стульчика для кормления на рынке Украины и это не удивительно! Данная модель имеет непромокаемое и легко моющуюся поверхность и съёмную столешню. Множество регулировок для максимального комфорта малыша. <br />
 Характеристики: <br />
 ― съемный поднос; <br />
 ― 3 положения наклона спинки; <br />
 ― 5-ти точечные ремни безопасности; <br />
 ― 5 положений по высоте;","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/664546641_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HCY190-B-1***",HCY190-B-1,"В наличии",465701472,829,"Габаритный размер: высота102см, ширина71см, глубина  72 см.  Высота от пола до сидения - 55см. Высота от пола до столика - 74см. Высота стульчика со спинкой - 102см. 5-точечный ремень безопасности. Моющаяся поверхность. Столик - 56-30см. Подставка для ног. Складной.","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524251059_w640_h640_stulchik-detskij-dlya.jpg,"Стульчик детский для кормления RT-002N-8 голубой ***",RT-002N-8,"В наличии",369845863,1752,"Складной. <br />
 <br />
 Высота от пола до сидения регулируется от 38 до 65 см (6 положений). <br />
 <br />
 Высота от пола до столика - от 58 до 85 см. <br />
 <br />
 Высота стульчика со спинкой - от 78 до 105 см. <br />
 <br />
 5-точечный ремень безопасности. <br />
 <br />
 Моющаяся поверхность. <br />
 <br />
 Расстояние от сидения до столика регулируется - 3 положения. <br />
 <br />
 Столик съемный со съемной панелью (58-36 см), 2 углубления для бутылочки. <br />
 <br />
 Съемная корзина для игрушек. <br />
 <br />
 Подставка для ног. <br />
 <br />
 Колеса - 4 шт (поворотные, диаметр 6 см), 2 шт - с тормозом. <br />
 <br />
 Габаритный размер при максимальной высоте: 105-71-61 см. <br />
 <br />
 Размер коробки – 70-47-29см.","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524257110_w640_h640_stulchik-detskij-dlya.jpg,"Стульчик детский для кормления RT-002N-19 синий ***",RT-002N-19,"В наличии",369846668,1752,"Складной. <br />
 <br />
 Высота от пола до сидения регулируется от 38 до 65 см (6 положений). <br />
 <br />
 Высота от пола до столика - от 58 до 85 см. <br />
 <br />
 Высота стульчика со спинкой - от 78 до 105 см. <br />
 <br />
 5-точечный ремень безопасности. <br />
 <br />
 Моющаяся поверхность. <br />
 <br />
 Расстояние от сидения до столика регулируется - 3 положения. <br />
 <br />
 Столик съемный со съемной панелью (58-36 см), 2 углубления для бутылочки. <br />
 <br />
 Съемная корзина для игрушек. <br />
 <br />
 Подставка для ног. <br />
 <br />
 Колеса - 4 шт (поворотные, диаметр 6 см), 2 шт - с тормозом. <br />
 <br />
 Габаритный размер при максимальной высоте: 105-71-61 см. <br />
 <br />
 Размер коробки – 70-47-29см.","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524336978_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HC580-9 пурпурный***",HC580-9,"В наличии",369862936,1605,"Популярная модель стульчика для кормления на рынке Украины и это не удивительно! Данная модель имеет непромокаемое и легко моющуюся поверхность и съёмную столешню. Множество регулировок для максимального комфорта малыша. <br />
 Характеристики: <br />
 ― съемный поднос; <br />
 ― 3 положения наклона спинки; <br />
 ― 5-ти точечные ремни безопасности; <br />
 ― 5 положений по высоте;","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/664550097_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HCY190-B-7***",HCY190-B-7,"В наличии",465705995,829,"Габаритный размер: высота102см, ширина71см, глубина  72 см.  Высота от пола до сидения - 55см. Высота от пола до столика - 74см. Высота стульчика со спинкой - 102см. 5-точечный ремень безопасности. Моющаяся поверхность. Столик - 56-30см. Подставка для ног. Складной.","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/576203518_w640_h640_detskij-stulchik-dlya.jpg,"Детский стульчик для кормления Q01-CHAIR-4, голубой***",Q01-CHAIR-4,"В наличии",407984485,819,"Детский стульчик для кормления Q01-Chair- - оборудован высокой спинкой, ребёночка можно пристегнуть ремнями безопасности, перед сиденьем установлен съёмный пластиковый столик, в нём есть выемки для тарелки и стакана, для комфорта малыша есть подставка для ножек. Детский стульчик для кормления Q01-Chair имеет яркий и красивый дизайн, который понравится и мальчику и девочке, каркас изготовлен из лёгкого, но прочного металла и окрашен нетоксичной краской. Детский стульчик для кормления Q01-Chair-5 имеет устойчивую конструкцию, на ножках есть нескользящие накладки, стульчик может складываться при этом занимая минимум места, это надёжная, практичная и недорогая модель, которая отлично выполняет свои основные функции. <br />
 <br />
 Характеристики детского стульчика для кормления Q01-Chair <br />
 Складная конструкция <br />
 Высокая спинка <br />
 Ремень безопасности <br />
 Съёмная столешница <br />
 Подставка для ног","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/1204693814_w640_h640_stulchik-dlya-kormleniya-kacheli.jpg,"Стульчик для кормления-качели с таймером  BAMBI SG116-11 серый  ***",SG116-11,"В наличии",722911585,363608,"р/у,эл.прив,для кормления,8скор,таймер,муз,2пол.спин,сер","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/1042036261_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления CARRELLO ToffeeToffee CRL-9502 Beige   ***",CRL-9502,"В наличии",644306787,2262,"Современный классический стульчик для кормления CARRELLO Toffee имеет все необходимое, чтобы ребенок чувствовал себя в нем комфортно, а родителям обеспечена простота в эксплуатации и уходе. CARRELLO Toffee можно использовать, начиная с 6 месячного возраста малыша, так как его конструкция является устойчивой и безопасной, как и его прочные материалы, а чтобы создать оптимальное положение для ребенка любого возраста, вы сможете воспользоваться регулировкой спинки по наклону, высоты сидения и изменением положения подножки. Пятиточечные ремни безопасности позаботятся о надежной фиксации. А съемный поднос даст возможность использовать его и как отдельно стоящий стульчик для кормления, а также приставлять его к общему столу. Колесики в CARRELLO Toffee облегчат его перемещение, а корзина решит вопрос с хранением вещей и игрушек. Характеристики товара    Размер, ВхГхШ, см. 102х68х60   Размер в сложенном виде, ВхГхШ, см. 100х20х60   Регулировка по высоте Есть   Регулировка спинки 3 положения   Подставка для ножек Есть   Столешница Есть   Корзина для игрушек Есть   Ремень безопасности 5-ти точечный   Наличие колес Есть, 2 спереди","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/999736999_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления трансформер HB 303-5 зеленый ***","HB 303-5","В наличии",626110262,68068,"для кормления,ш44-г60-в92см,выс.до сид58см,рег.столик,склад,кружочки","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/999735922_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления трансформер HB 303-8-5 кружочек ***","HB 303-8-5","В наличии",626109377,68068,"для кормления,ш44-г60-в92см,выс.до сид58см,рег.столик,склад,кружочки","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524329353_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HCY190-B-8 розовый ***",HCY190-B-8,"В наличии",369859983,788,"Классический стульчик для кормления малыша BAMBI HCY190-B-8 не только прекрасно справится со своими функциями, но и поможет молодым родителям увлечь малыша в интересной игре. Прочная металлическая конструкция, надежные пятиточечные ремни безопасности и защитная перегородка между ножек обеспечат необходимую безопасность для любого активного ребенка. Удобная столешница легко моется, как и съемный чехол с кресла, что поможет содержать столик в постоянной чистоте. <br />
 Характеристики товара: <br />
 Размер: 102х72х71 см. <br />
 Не регулируется по высоте. <br />
 Спинка не регулируется. <br />
 Есть подставка для ножек. <br />
 Есть столешница. <br />
 Нет корзины для игрушек. <br />
 Ремень безопасности 5-ти точечный.","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524332762_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HCY190-B-15 бирюзовый ***",HCY190-B-15,"В наличии",369861319,788,"Классический стульчик для кормления малыша BAMBI HCY190-B-15 не только прекрасно справится со своими функциями, но и поможет молодым родителям увлечь малыша в интересной игре. Прочная металлическая конструкция, надежные пятиточечные ремни безопасности и защитная перегородка между ножек обеспечат необходимую безопасность для любого активного ребенка. Удобная столешница легко моется, как и съемный чехол с кресла, что поможет содержать столик в постоянной чистоте. <br />
 Характеристики товара: <br />
 Размер: 102х72х71 см. <br />
 Не регулируется по высоте. <br />
 Спинка не регулируется. <br />
 Есть подставка для ножек. <br />
 Есть столешница. <br />
 Нет корзины для игрушек. <br />
 Ремень безопасности 5-ти точечный","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/664619793_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI M 3268-13 ***","M 3268-13","В наличии",465792245,193452,"Трансформер да/нет да   СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 58см/62см/105см   Высота регулируемая/нерегулируемая нерегулируемая   Спинка высота до спинки 105см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 58-29см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 4 положения   Сиденье размер сиденья 28-25см     высота до сиденья 66см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол  кож.зам. +   Колеса кол-во, шт 4     диам.колес, см 4,5см     поворотные (да/нет) да     фиксатор (да/нет) да   ТРАНСФОРМЕР (СТОЛИК/СТУЛЬЧИК)       СТОЛИК габаритный размер (ширина/глубина/высота) 52см/61см/60,5см     высота до столешницы 56см     размер столешницы ш43,5см/г50см   СТУЛЬЧИК габаритный размер (ширина/глубина/высота) 44см/г50см/в68см     высота до сиденья 29см","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/501568387_w640_h640_stulchik-m-v-100.jpg,"СТУЛЬЧИК М V-100 К-О-7***","М V-100 К-О-7","В наличии",352162744,870,"Габаритный размер : высота 96см, ширина 50см, глубина 53см.   Высота до сиденья - 57см.  Высота до столика – 73,5см.  Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).   Ремень безопасности – 3-х точечный.   Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).       Габаритный размер стола:    высота 45см, ширина 43см, глубина 53см.   Размер столешницы – 43-48см.       Габаритный размер стульчика:    высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.   Высота до сиденья - 26см.   Размер сиденья - 28-23см.  Спинка – большая.  Поверхность стульчика – ткань (моющаяся).    Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.","производитель = Bamby,страна производитель = Украина,тип = Стульчик-трансформер,материал изготовления каркаса = натуральное дерево,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/576198948_w640_h640_detskij-stulchik-dlya.jpg,"Детский стульчик для кормления Q01-CHAIR-5, зеленый ***",Q01-CHAIR-5,"В наличии",407984144,819,"Детский стульчик для кормления Q01-Chair-5, зеленый - оборудован высокой спинкой, ребёночка можно пристегнуть ремнями безопасности, перед сиденьем установлен съёмный пластиковый столик, в нём есть выемки для тарелки и стакана, для комфорта малыша есть подставка для ножек. Детский стульчик для кормления Q01-Chair-5 имеет яркий и красивый дизайн, который понравится и мальчику и девочке, каркас изготовлен из лёгкого, но прочного металла и окрашен нетоксичной краской. Детский стульчик для кормления Q01-Chair-5 имеет устойчивую конструкцию, на ножках есть нескользящие накладки, стульчик может складываться при этом занимая минимум места, это надёжная, практичная и недорогая модель, которая отлично выполняет свои основные функции. <br />
 <br />
 Характеристики детского стульчика для кормления Q01-Chair-5: <br />
 <br />
 Складная конструкция <br />
 Высокая спинка <br />
 Ремень безопасности <br />
 Съёмная столешница <br />
 Подставка для ног","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/501562374_w640_h640_stulchik-m-v-100.jpg,"СТУЛЬЧИК М V-100 К-Ж-7***","М V-100 К-Ж-7","В наличии",352156985,870,"Габаритный размер : высота 96см, ширина 50см, глубина 53см.   Высота до сиденья - 57см.  Высота до столика – 73,5см.  Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).   Ремень безопасности – 3-х точечный.   Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).       Габаритный размер стола:    высота 45см, ширина 43см, глубина 53см.   Размер столешницы – 43-48см.       Габаритный размер стульчика:    высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.   Высота до сиденья - 26см.   Размер сиденья - 28-23см.  Спинка – большая.  Поверхность стульчика – ткань (моющаяся).    Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.","производитель = Bamby,страна производитель = Украина,тип = Стульчик-трансформер,материал изготовления каркаса = натуральное дерево,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/501567572_w640_h640_stulchik-m-v-100.jpg,"СТУЛЬЧИК М V-100 К-К-1***","М V-100 К-К-1","В наличии",352162215,870,"Габаритный размер : высота 96см, ширина 50см, глубина 53см.   Высота до сиденья - 57см.  Высота до столика – 73,5см.  Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).   Ремень безопасности – 3-х точечный.   Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).       Габаритный размер стола:    высота 45см, ширина 43см, глубина 53см.   Размер столешницы – 43-48см.       Габаритный размер стульчика:    высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.   Высота до сиденья - 26см.   Размер сиденья - 28-23см.  Спинка – большая.  Поверхность стульчика – ткань (моющаяся).    Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.","производитель = Bamby,страна производитель = Украина,тип = Стульчик-трансформер,материал изготовления каркаса = натуральное дерево,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/501551982_w640_h640_stulchik-m-v-100.jpg,"СТУЛЬЧИК М V-100 К-Б-2***","М V-100 К-Б-2","В наличии",352150399,1132,"Габаритный размер : высота 96см, ширина 50см, глубина 53см.   Высота до сиденья - 57см.  Высота до столика – 73,5см.  Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).   Ремень безопасности – 3-х точечный.   Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).       Габаритный размер стола:    высота 45см, ширина 43см, глубина 53см.   Размер столешницы – 43-48см.       Габаритный размер стульчика:    высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.   Высота до сиденья - 26см.   Размер сиденья - 28-23см.  Спинка – большая.  Поверхность стульчика – ткань (моющаяся).    Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.","производитель = Bamby,страна производитель = Украина,тип = Стульчик-трансформер,материал изготовления каркаса = натуральное дерево,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/725718106_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления TILLY Monsters T-632 Purple(фиолетовый)***",T-632,"В наличии",505163057,1059,"Популярная модель стульчика для кормления на рынке Украины и это не удивительно! Данная модель имеет непромокаемую и легко моющуюся поверхность и съёмную столешницу. Изготовлен  для максимального комфорта малыша. <br />
 Особенности: <br />
 Ремень безопасности <br />
 Столик - съемный.","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/501556319_w640_h640_stulchik-m-v-100.jpg,"СТУЛЬЧИК М V-100 К-Б-6***","М V-100 К-Б-6","В наличии",352151591,872,"Габаритный размер : высота 96см, ширина 50см, глубина 53см.   Высота до сиденья - 57см.  Высота до столика – 73,5см.  Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).   Ремень безопасности – 3-х точечный.   Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).       Габаритный размер стола:    высота 45см, ширина 43см, глубина 53см.   Размер столешницы – 43-48см.       Габаритный размер стульчика:    высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.   Высота до сиденья - 26см.   Размер сиденья - 28-23см.  Спинка – большая.  Поверхность стульчика – ткань (моющаяся).    Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.","производитель = Bamby,страна производитель = Украина,тип = Стульчик-трансформер,материал изготовления каркаса = натуральное дерево,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/524330489_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления BAMBI HCY190-B-5-2 салатовый***",HCY190-B-5-2,"В наличии",369860095,829,"Классический стульчик для кормления малыша BAMBI HCY190-B-5-2 не только прекрасно справится со своими функциями, но и поможет молодым родителям увлечь малыша в интересной игре. Прочная металлическая конструкция, надежные пятиточечные ремни безопасности и защитная перегородка между ножек обеспечат необходимую безопасность для любого активного ребенка. Удобная столешница легко моется, как и съемный чехол с кресла, что поможет содержать столик в постоянной чистоте. <br />
 Характеристики товара: <br />
 Размер: 102х72х71 см. <br />
 Не регулируется по высоте. <br />
 Спинка не регулируется. <br />
 Есть подставка для ножек. <br />
 Есть столешница. <br />
 Нет корзины для игрушек. <br />
 Ремень безопасности 5-ти точечный","производитель = Bamby,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/725720262_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления TILLY Monsters T-632 Beige (жёлтый )***",T-632,"В наличии",505166254,1059,"Популярная модель стульчика для кормления на рынке Украины и это не удивительно! Данная модель имеет непромокаемую и легко моющуюся поверхность и съёмную столешницу. Изготовлен  для максимального комфорта малыша. <br />
 Особенности: <br />
 Ремень безопасности <br />
 Столик - съемный.","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
Bamby,"Стульчики для кормления***",https://images.ua.prom.st/501565057_w640_h640_stulchik-m-v-100.jpg,"СТУЛЬЧИК М V-100 К-Ж-9***","М V-100 К-Ж-9","В наличии",352159749,870,"Габаритный размер : высота 96см, ширина 50см, глубина 53см.   Высота до сиденья - 57см.  Высота до столика – 73,5см.  Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).   Ремень безопасности – 3-х точечный.   Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).       Габаритный размер стола:    высота 45см, ширина 43см, глубина 53см.   Размер столешницы – 43-48см.       Габаритный размер стульчика:    высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.   Высота до сиденья - 26см.   Размер сиденья - 28-23см.  Спинка – большая.  Поверхность стульчика – ткань (моющаяся).    Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.","производитель = Bamby,страна производитель = Украина,тип = Стульчик-трансформер,материал изготовления каркаса = натуральное дерево,"
