brand,category,image,title,sku,instock,productId,price,description,specifications
Bambi,"Мега скидки до 50 %!!!!",https://images.ua.prom.st/874343364_w640_h640_mega-skidka-katalka-tolokar.jpg,"Мега скидка!! Каталка-толокар Bambi 8209-4 синий ***",8209-4,"В наличии",737512826,504,"ГАБАРИТНЫЙ РАЗМЕР:         длина 76     ширина 27     высота до спинки 33   ВЫСОТА ОТ ПОЛА ДО СИДЕНЬЯ   21   КОЛЕСА:   2   размер,см   13,5   пластик/EVA   пластик   в кор-ке   77-25-23","производитель = Bambi,страна производитель = Китай,возрастная группа = От 2 лет,"
Bamby,"Мега скидки до 50 %!!!!",https://images.ua.prom.st/475553944_w640_h640_mega-skidka-katalka-tolokar.jpg,"Мега скидка!! КАТАЛКА-ТОЛОКАР Mercedes M 3189-1***","M 3189-1","В наличии",737551074,728,"Детская каталка-толокар M 3189Mercedes красный- имеет красивый и реалистичный дизайн, который выполнен в фирменном стиле автомобиля Мерседес, толокар оснащён красивыми фарами элегантной формы, спереди есть фирменная эмблема Мерседес. Детская каталка-толокар M 3189 имеет простое и удобное управление, поэтому ваш малыш быстро обучиться вождению, толокар снабжен багажным отделением, в нём малыш сможет возить игрушки, водичку и другие необходимые ребёнку аксессуары. Детский толокар M 3189 оборудован комфортным сиденьем, сзади есть спинка, корпус сделан из прочного пластика, широкие колёса позволяют ездить в доме и на улице, машинка снабжена музыкальным рулём, что сделает катание ещё веселее. <br />
 <br />
 Характеристики детской каталки-толокара M 3189: <br />
 <br />
 Реалистичный дизайн <br />
 Музыкальный руль <br />
 Комфортное сидение со спинкой <br />
 Звуковые эффекты <br />
 Широкие колеса EVA <br />
 Под сидением есть багажник <br />
 Материал корпуса: высококачественный ударопрочный пластик","производитель = Bamby,страна производитель = Китай,тип = Машинка,"
Bamby,"Мега скидки до 50 %!!!!",https://images.ua.prom.st/475555513_w640_h640_mega-skidka-katalka-tolokar.jpg,"Мега скидка!! КАТАЛКА-ТОЛОКАР Mercedes M 3189-3***","M 3189-3","В наличии",737553097,728,"Детская каталка-толокар M 3189Mercedes красный- имеет красивый и реалистичный дизайн, который выполнен в фирменном стиле автомобиля Мерседес, толокар оснащён красивыми фарами элегантной формы, спереди есть фирменная эмблема Мерседес. Детская каталка-толокар M 3189 имеет простое и удобное управление, поэтому ваш малыш быстро обучиться вождению, толокар снабжен багажным отделением, в нём малыш сможет возить игрушки, водичку и другие необходимые ребёнку аксессуары. Детский толокар M 3189 оборудован комфортным сиденьем, сзади есть спинка, корпус сделан из прочного пластика, широкие колёса позволяют ездить в доме и на улице, машинка снабжена музыкальным рулём, что сделает катание ещё веселее. <br />
 <br />
 Характеристики детской каталки-толокара M 3189: <br />
 <br />
 Реалистичный дизайн <br />
 Музыкальный руль <br />
 Комфортное сидение со спинкой <br />
 Звуковые эффекты <br />
 Широкие колеса EVA <br />
 Под сидением есть багажник <br />
 Материал корпуса: высококачественный ударопрочный пластик","производитель = Bamby,страна производитель = Китай,тип = Машинка,"
Bamby,"Мега скидки до 50 %!!!!",https://images.ua.prom.st/1238012421_w640_h640_mega-skidka-katalka-tolokar.jpg,"Мега скидка!! КАТАЛКА-ТОЛОКАР Mercedes M 3189-7***","M 3189-7","В наличии",737554254,728,"Детская каталка-толокар M 3189Mercedes красный- имеет красивый и реалистичный дизайн, который выполнен в фирменном стиле автомобиля Мерседес, толокар оснащён красивыми фарами элегантной формы, спереди есть фирменная эмблема Мерседес. Детская каталка-толокар M 3189 имеет простое и удобное управление, поэтому ваш малыш быстро обучиться вождению, толокар снабжен багажным отделением, в нём малыш сможет возить игрушки, водичку и другие необходимые ребёнку аксессуары. Детский толокар M 3189 оборудован комфортным сиденьем, сзади есть спинка, корпус сделан из прочного пластика, широкие колёса позволяют ездить в доме и на улице, машинка снабжена музыкальным рулём, что сделает катание ещё веселее. <br />
 <br />
 Характеристики детской каталки-толокара M 3189: <br />
 <br />
 Реалистичный дизайн <br />
 Музыкальный руль <br />
 Комфортное сидение со спинкой <br />
 Звуковые эффекты <br />
 Широкие колеса EVA <br />
 Под сидением есть багажник <br />
 Материал корпуса: высококачественный ударопрочный пластик","производитель = Bamby,страна производитель = Китай,тип = Машинка,"
Bamby,"Мега скидки до 50 %!!!!",https://images.ua.prom.st/1238014951_w640_h640_mega-skidka-katalka-tolokar.jpg,"Мега скидка!! КАТАЛКА-ТОЛОКАР Mercedes M3189S-3***","M 3189S-3","В наличии",737564238,980,"Детская каталка-толокар M 3189Mercedes красный- имеет красивый и реалистичный дизайн, который выполнен в фирменном стиле автомобиля Мерседес, толокар оснащён красивыми фарами элегантной формы, спереди есть фирменная эмблема Мерседес. Детская каталка-толокар M 3189 имеет простое и удобное управление, поэтому ваш малыш быстро обучиться вождению, толокар снабжен багажным отделением, в нём малыш сможет возить игрушки, водичку и другие необходимые ребёнку аксессуары. Детский толокар M 3189 оборудован комфортным сиденьем, сзади есть спинка, корпус сделан из прочного пластика, широкие колёса позволяют ездить в доме и на улице, машинка снабжена музыкальным рулём, что сделает катание ещё веселее. <br />
 <br />
 Характеристики детской каталки-толокара M 3189: <br />
 <br />
 Реалистичный дизайн <br />
 Музыкальный руль <br />
 Комфортное сидение со спинкой <br />
 Звуковые эффекты <br />
 Широкие колеса EVA <br />
 Под сидением есть багажник <br />
 Материал корпуса: высококачественный ударопрочный пластик","производитель = Bamby,страна производитель = Китай,тип = Машинка,"
Bamby,"Мега скидки до 50 %!!!!",https://images.ua.prom.st/1238027726_w640_h640_mega-skidka-katalka-tolokar.jpg,"Мега скидка!! КАТАЛКА-ТОЛОКАР Mercedes M3189S-2***","M 3189S-2","В наличии",737565905,980,"Детская каталка-толокар M 3189Mercedes красный- имеет красивый и реалистичный дизайн, который выполнен в фирменном стиле автомобиля Мерседес, толокар оснащён красивыми фарами элегантной формы, спереди есть фирменная эмблема Мерседес. Детская каталка-толокар M 3189 имеет простое и удобное управление, поэтому ваш малыш быстро обучиться вождению, толокар снабжен багажным отделением, в нём малыш сможет возить игрушки, водичку и другие необходимые ребёнку аксессуары. Детский толокар M 3189 оборудован комфортным сиденьем, сзади есть спинка, корпус сделан из прочного пластика, широкие колёса позволяют ездить в доме и на улице, машинка снабжена музыкальным рулём, что сделает катание ещё веселее. <br />
 <br />
 Характеристики детской каталки-толокара M 3189: <br />
 <br />
 Реалистичный дизайн <br />
 Музыкальный руль <br />
 Комфортное сидение со спинкой <br />
 Звуковые эффекты <br />
 Широкие колеса EVA <br />
 Под сидением есть багажник <br />
 Материал корпуса: высококачественный ударопрочный пластик","производитель = Bamby,страна производитель = Китай,тип = Машинка,"
Bambi,Конструкторы,https://images.ua.prom.st/906722225_w640_h640_magnitnyj-konstruktor-transport.jpg,"Магнитный конструктор транспорт 96 деталей LT5001 ***",LT5001,"В наличии",583823140,784,"Магнитный конструктор LT5001 96 деталей.<br />
 Уникальность каждого из элементов заключается в магнитных свойствах, которые создаются благодаря встроенным пластинам из магнита. Притягиваясь между собой, детали соединяются и удерживаются до тех пор, пока ребенок не проявит усилие и не разъединит их. Не смотря на такую простоту сборки с помощью магнитного конструктора можно создавать объемные поделки, строить сложные сооружения в 3D формате.","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Bambi,Конструкторы,https://images.ua.prom.st/825164318_w640_h640_konstruktor-jubilux-c0556.jpg,"Конструктор JUBILUX C0556 Спецназ 1663 дет ***",C0556,"В наличии",550256797,108332,"спецназ, машина, прицеп, фигурки, 1663дет, в кор-ке","производитель = Bambi,страна производитель = Китай,возрастная группа = От 3 лет,тематика = Корабли, лодки,"
Bambi,Конструкторы,https://images.ua.prom.st/1098170679_w640_h640_magnitnyj-konstruktor-3d.jpg,"Магнитный конструктор 3D Miracle Magnetic DZ-9060 (60 детал) ***  ",DZ-9060,"В наличии",671574612,62132,"магнитный, 60дет, в кор-ке","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Bambi,Конструкторы,https://images.ua.prom.st/825164734_w640_h640_konstruktor-jubilux-c0558.jpg,"Конструктор JUBILUX C0558 Спецназ 2393 дет ***",C0558,"В наличии",550260427,154560,"спецназ, машина, вертолет, фигурки, 2393дет, в кор-ке","производитель = Bambi,страна производитель = Китай,возрастная группа = От 3 лет,тематика = Корабли, лодки,"
Bambi,Конструкторы,https://images.ua.prom.st/980176254_w640_h640_magnitnyj-konstruktor-magical.jpg,"Магнитный конструктор Magical Magnet M086 (86 деталей) ***",M086,"В наличии",616950425,72268,"Раскрыв игровой набор, в его комплекте ребенок найдет 86 деталей для строительства разнообразных поделок: квадраты, ромбы, прямоугольники, трапеции, многоугольники, колеса, подставки, стойки. Отличительные особенности этой модели конструктора - мини детали. На начальном этапе в помощь будет инструкция в картинках, которая поможет ребенку быстро освоить азы моделирования. Также с покупкой конструктора в подарок ребенку будет прилагаться большая книжка-инструкция с множеством вариантов поделок, которые можно собрать, используя обычные геометрические фигурки из набора. Благодаря полученному бесценному опыту и собственной фантазии уже скоро ребенок сможет самостоятельно придумывать новые фигуры, изделия, сооружения.<br />
 <br />
 Высокое качество конструктора<br />
 <br />
 Магнитные конструкторы созданы для игр детей от 3 лет и старше. Мелкие детали не имеют острых выступов, поэтому травмы исключены. Пластик, из которого произведен части, не сдержит вредных веществ, которые могут выделять токсины. Красочные расцветки еще больше увлекают ребенка в творческий строительный процесс.<br />
 <br />
 Набор конструктора имеет европейские сертификаты качества.<br />
 <br />
 Польза от игры в конструктор<br />
 <br />
 Благодаря небольшому размеру элементы конструктора удобно помещаются в руках, ловко удерживаются пальцами, влияя при этом на развитие мелкой моторики. Многообразие форм разноцветных деталей способствует тому, чтобы ребенок в младшем возрасте смог в игровой форме весело выучить названия геометрических фигур, цвета, а также счет. Веселое моделирование помогает развитию воображения, мышления, фантазии.<br />
 <br />
 Рекомендованный возраст: от 3+<br />
 Количество деталей: 86<br />
 Размер деталей: прямоугольник 4,2 см, треугольник 3,7 см, шестигранник 4,2 см, колесо 9,3 см<br />
 Размер: 44х35х5 см<br />
 Материал : пластик","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Bambi,Конструкторы,https://images.ua.prom.st/825153315_w640_h640_konstruktor-brick-820.jpg,"КОНСТРУКТОР BRICK 820 ВОЕННАЯ СЕРИЯ  614 дет***, фото 1",820,"В наличии",329520002,48608,"В комплекте с кораблем 7 фигурок (5 моряков и 2 бандита) с оружием, биноклями, три ракеты, катер, вертолет. Борт корабля открывается из него выдвигается шлюпка. Стреляющая пушка на корабле и две стреляющие ракетные установки. Пушка и ракетная установка корабля могут поворачиваться. Двери открываются. Из набора конструктора также можно собрать два типа морских баз.","производитель = Bambi,страна производитель = Китай,возрастная группа = От 3 лет,тематика = Корабли, лодки,"
Bambi,Конструкторы,https://images.ua.prom.st/1063779712_w640_h640_magnitnyj-konstruktor-magnetic.jpg,"Магнитный конструктор Magnetic фигуры LT1003 на 104 деталей ***",LT1003,"В наличии",655305862,73696,"магнитный, 104дет, в кор-ке","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Bambi,Конструкторы,https://images.ua.prom.st/1063775120_w640_h640_magnitnyj-konstruktor-magnetic.jpg,"Магнитный конструктор Magnetic морские обитатели LT2001, 88 деталей ***",LT2001,"В наличии",655305409,66948,"магнитный, морские обитатели, 88дет, в кор-ке","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Bambi,Конструкторы,https://images.ua.prom.st/210981492_w640_h640_konstruktor-brick-113.jpg,"Конструктор Brick 113 &#34;Авианосец&#34; (208886)***","113 (208886)","В наличии",129424658,71260,"Конструктор Brick 113 ""Авианосец"" (208886) Детский пластмассовый конструктор Brick 208886/113 ""Авианосец"" входит в серию Century Military совместим с конструкторами Lego. Детский развивающий конструктор предназначен для детей от семи лет. С помощью конструктора ребенок научится создавать свои конструкции (машины, мосты, дома, дороги). Игра будет способствовать концентрации внимания, усидчивости, координации движения, развивает мышление, ребенок может с друзьями играть в сюжетно-ролевые игры.<br />
 Набор детской развивающей игрушки-конструктора Брик 208886/113 состоит из 990 элементов для создания большого военного корабля. В конструкторе предусмотрены ряд игровых операций:<br />
 -стреляющие ракетные установки,<br />
 -грузовой лифт для самолетов опускается и поднимается,<br />
 Рисунки пластмассового конструктора Брик 208886/113 Авианосець устойчивы к истиранию, в комплект входят:<br />
 ― фигурки солдат,<br />
 ― военные самолеты,<br />
 ― антенны,<br />
 ― наклейки и еще множество деталей для игры,<br />
 ― можно собрать военный самолет или подводную лодку.<br />
 Размеры авианосца в сборе: длина 63 см, ширина 9 см, высота 35 см.<br />
 Детский конструктор Brick Aircraft Carrier изготовлен из высококачественной пластмассы, детали надежно скрепляются между собой, но для разборки не нужно прилагать много усилий. Размер коробки: 60х33х8см. Доставка в любой город Украины любым видом почты!!!","производитель = Bambi,страна производитель = Китай,тематика = Корабли, лодки,материал = Пластик,"
Metr+,Конструкторы,https://images.ua.prom.st/703791456_w640_h640_konstruktor-lipuchka-bunchemsbanchems-1200.jpg,"Конструктор-липучка Bunchems(Банчемс) 1200 деталей ***",494918020,"В наличии",494918020,643,"Мягкий конструктор-липучка Bunchems Mega Pack 1200 - набор разноцветных шариков, которые прилипают друг к другу по принципу репейника и превращаются во множество различных цветных фигурок. Ваш малыш будет в восторге от того, как быстро и легко он может собрать из Bunchems обезьянку, машинку, собачку и все, что подскажет его фантазия (и приложенная инструкция). При этом, играя, ребенок развивает мелкую моторику, воображение и усидчивость. Приобрести конструктор-липучки Bunchems — значит сделать вклад в будущее своего ребенка, сделать его более креативным и свободно мыслящим. В комплекте с шариками предоставляются различные аксессуары, благодаря использованию которых можно создавать самые различные фигурки. Конструктор подходит для детей от трёх лет и способен на долгое время увлечь вашего малыша, проверено на тысячах детей по всему миру, подтверждено родителями!","производитель = Metr+,страна производитель = Китай,пол = Унисекс,"
Bambi,Конструкторы,https://images.ua.prom.st/1063773717_w640_h640_magnitnyj-konstruktor-magnetic.jpg,"Магнитный конструктор Magnetic динозавры LT2003, 97 деталей ***",LT2003,"В наличии",655304725,76412,"магнитный, транспорт, 87дет, в кор-ке","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Metr+,Конструкторы,https://images.ua.prom.st/654602484_w640_h640_konstruktor-lipuchka-bunchems-alive.jpg,"Конструктор-липучка Bunchems Alive 500 деталей ",459458784,"В наличии",459458784,690,";showinfo=1</a>&amp;disablekb=0&amp;modestbranding=0"" width=""560"">Конструктор Банчемс (Bunchems) — это набор мягких разноцветных шариков, с мягкими иголочками, загнутыми на концах. Эти пушистые шарики липнут друг к другу как репейники. Благодаря этому свойству, ваш малыш за считанные минуты сможет собрать из них оригинальные фигурки: машинку, собачку, обезьянку. Из Bunchems можно собрать хоть целый город! В общем, всё, на что хватит фантазии! Во время игры происходит развитие мелкой моторики и усидчивости. Мягкий конструктор-липучка прекрасно подойдёт как для девочек, так и для мальчиков. В комплекте также идут дополнительные аксессуары, которые позволят «оживить» собранные фигурки.","производитель = Metr+,страна производитель = Китай,пол = Унисекс,"
Bambi,Конструкторы,https://images.ua.prom.st/1063766364_w640_h640_magnitnyj-konstruktor-magnetic.jpg,"Магнитный конструктор Magnetic транспорт LT3003, 87 деталей ***",LT3003,"В наличии",655301557,74480,"магнитный, транспорт, 87дет, в кор-ке","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Azimut,Конструкторы,https://images.ua.prom.st/703790343_w640_h640_konstruktor-lipuchka-bunchemsbanchems-900.jpg,"Конструктор-липучка Bunchems(Банчемс) 900 деталей ***",494917797,"В наличии",494917797,542,"Мягкий конструктор-липучка Bunchems Mega Pack 900+ - набор разноцветных шариков, которые прилипают друг к другу по принципу репейника и превращаются во множество различных цветных фигурок. Ваш малыш будет в восторге от того, как быстро и легко он может собрать из Bunchems обезьянку, машинку, собачку и все, что подскажет его фантазия (и приложенная инструкция). При этом, играя, ребенок развивает мелкую моторику, воображение и усидчивость. Приобрести конструктор-липучки Bunchems — значит сделать вклад в будущее своего ребенка, сделать его более креативным и свободно мыслящим. В комплекте с шариками предоставляются различные аксессуары, благодаря использованию которых можно создавать самые различные фигурки. Конструктор подходит для детей от трёх лет и способен на долгое время увлечь вашего малыша, проверено на тысячах детей по всему миру, подтверждено родителями! Конструктор Банчемс (Bunchems) — это набор мягких разноцветных шариков, с мягкими иголочками, загнутыми на концах. Эти пушистые шарики липнут друг к другу как репейники. Благодаря этому свойству, ваш малыш за считанные минуты сможет собрать из них оригинальные фигурки: машинку, собачку, обезьянку. Из Bunchems можно собрать хоть целый город! В общем, всё, на что хватит фантазии! Во время игры происходит развитие мелкой моторики и усидчивости. Мягкий конструктор-липучка прекрасно подойдёт как для девочек, так и для мальчиков. В комплекте также идут дополнительные аксессуары, которые позволят «оживить» собранные фигурки.","производитель = Azimut,страна производитель = Китай,пол = Унисекс,"
Bambi,Конструкторы,https://images.ua.prom.st/1063764597_w640_h640_magnitnyj-konstruktor-magnetic.jpg,"Магнитный конструктор Magnetic транспорт LT3002, 58 деталей ***",LT3002,"В наличии",655300523,54124,"Магнитный конструктор помогает ребенку познакомиться с фигурами, цветами, развивает мелкую моторику рук, развивает абстрактное мышление.<br />
 Детали конструктора легко скрепляются между собой.<br />
 Количество деталей 58 шт.<br />
 Размер коробки: 45*32*8 см.","производитель = Bambi,страна производитель = Китай,тип = Игрушечные продукты,"
Metr+,Конструкторы,https://images.ua.prom.st/673302309_w640_h640_konstruktor-bt-t-0042-bunchems.jpg,"Конструктор BT-T-0042 Bunchems 400дет, фото 1",BT-T-0042,"В наличии",395937141,377,"Мягкий конструктор-липучка Bunchems Mega Pack 400+ - набор разноцветных шариков, которые прилипают друг к другу по принципу репейника и превращаются во множество различных цветных фигурок. Ваш малыш будет в восторге от того, как быстро и легко он может собрать из Bunchems обезьянку, машинку, собачку и все, что подскажет его фантазия (и приложенная инструкция). При этом, играя, ребенок развивает мелкую моторику, воображение и усидчивость. Приобрести конструктор-липучки Bunchems — значит сделать вклад в будущее своего ребенка, сделать его более креативным и свободно мыслящим. В комплекте с шариками предоставляются различные аксессуары, благодаря использованию которых можно создавать самые различные фигурки. Конструктор подходит для детей от трёх лет и способен на долгое время увлечь вашего малыша, проверено на тысячах детей по всему миру, подтверждено родителями!","производитель = Metr+,страна производитель = Китай,возрастная группа = От 3 лет,тематика = Корабли, лодки,"
