Brand,Category,"Product name",Price,"Description long","Description short",Stock,Public,"Feature input Страна Производитель","Feature input Тип","Feature input Пол","Feature input Возрастная Группа","Feature input Надувные Колеса","Feature input Количество Мест В Веломобиле","Feature input Материал Корпуса","Feature input Материал Колес","Feature input Ход Педалей","Feature input Тормоз","Feature input Особенности","Feature input Тип Коляски","Feature input Тип Кузова","Feature input Количество Мест В Электро-/Бензомобиле","Feature input Тематика","Feature input Материал","Feature input Тип Конструктора","Feature input Состояние","Feature input Упаковка","Feature input Размещение","Feature input Тип Мебели","Feature input Цвет (Оттенок) Мебели","Feature input Вид Стола По Своему Назначению","Feature input Наличие Надстройки","Feature input Наличие Ремней Безопасности","Feature input Съемный Чехол","Feature input Тип Качели","Feature input Материал Изготовления Каркаса","Feature input Комплектация Защитным Бампером","Feature input Подножка","Feature input Антискользящие Накладки На Ножках","Feature input Возраст","Feature input Цвет","Feature input Материал Изготовления","Feature input Способ Установки","Feature input Система Крепления","Feature input Точки Крепления Ребенка","Feature input Бустер","Feature input Подголовник","Feature input Опоры Стульчика","Feature input Вид Аксессуара","Feature input Тип Манежа","Feature input Опоры Манежа","Feature input Тип Кроватки","Feature input Материал Изготовления Манежа","Feature input Комплектация Пеленальным Столиком","Feature input Наличие Навесной Колыбели Для Младенцев","Feature input Оснащение Колесиков Системой Фиксации","Feature input Система Защиты От Произвольного Складывания","Feature input Карманы Для Аксессуаров","Feature input Сумка Для Переноски И Хранения Манежа","Feature input Боковой Вход Для Ребенка","Feature input Матрас","Feature input Крепление Прыгунков","Feature input Складная Конструкция Для Хранения И Транспортировки","Feature input Количество Источников Света","Feature input Ортопедические Свойства","Feature input Наполнение","Feature input Каркасный Рюкзак","Image 1"
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-013-7***",919,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см.<br />
 Высота до сиденья - 57см.<br />
 Высота до столика – 73,5см.<br />
 Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).<br />
 Ремень безопасности – 3-х точечный.<br />
 Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).<br />
  <br />
 Габаритный размер стола: высота 45см, ширина 43см, глубина 53см.<br />
 Размер столешницы – 43-48см.<br />
  <br />
 Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.<br />
 Высота до сиденья - 26см.<br />
 Размер сиденья - 28-23см.<br />
 Спинка – большая.<br />
 Поверхность стульчика – ткань.  Чехол съемный (застежка-молния).<br />
 <br />
 Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.<br />
 Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499878693.jpg
Bambi,"Стульчики для кормления***","Детский стульчик для кормления BAMBI M 3233-21  бежевый ***",141456,"СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 60см/88см/109см   Складной размер в сложенном виде (ширина/глубина/высота) 111-60-35см   Высота регулируемая/нерегулируемая регулируемая     кол-во положений 7 положений   Спинка высота до спинки (max/min) 109см/92см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 56см-29см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения     высота до столика (max/min) 87см/70см   Сиденье размер сиденья ш30см-г21см     высота до сиденья  (max/min) 68см/51см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол съемный/несъемный съемный     ПВХ +   Колеса кол-во, шт 4     диам.колес, см 5см     поворотные (да/нет) да     фиксатор (да/нет) да   Дополнительно  корзина для игрушек +",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/792064519.jpg
Bamby,"Стульчики для кормления***","Стульчик для кормления BAMBI M 3268-4***",1923,"Трансформер да/нет да   СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 58см/62см/105см   Высота регулируемая/нерегулируемая нерегулируемая   Спинка высота до спинки 105см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 58-29см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 4 положения   Сиденье размер сиденья 28-25см     высота до сиденья 66см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол  кож.зам. +   Колеса кол-во, шт 4     диам.колес, см 4,5см     поворотные (да/нет) да     фиксатор (да/нет) да   ТРАНСФОРМЕР (СТОЛИК/СТУЛЬЧИК)       СТОЛИК габаритный размер (ширина/глубина/высота) 52см/61см/60,5см     высота до столешницы 56см     размер столешницы ш43,5см/г50см   СТУЛЬЧИК габаритный размер (ширина/глубина/высота) 44см/г50см/в68см     высота до сиденья 29см",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/465793042.jpg
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-013-8***",919,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см.<br />
 Высота до сиденья - 57см.<br />
 Высота до столика – 73,5см.<br />
 Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).<br />
 Ремень безопасности – 3-х точечный.<br />
 Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).<br />
  <br />
 Габаритный размер стола: высота 45см, ширина 43см, глубина 53см.<br />
 Размер столешницы – 43-48см.<br />
  <br />
 Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.<br />
 Высота до сиденья - 26см.<br />
 Размер сиденья - 28-23см.<br />
 Спинка – большая.<br />
 Поверхность стульчика – ткань.  Чехол съемный (застежка-молния).<br />
 <br />
 Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.<br />
 Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499878546.jpg
Bambi,"Стульчики для кормления***","Стульчик для кормления BAMBI   M 3234-2***",172340,"СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 59см/87см/109см   Складной размер в сложенном виде (ширина/глубина/высота) 111-59-35см   Высота регулируемая/нерегулируемая регулируемая     кол-во положений 7 положений   Спинка высота до спинки (max/min) 109см/92см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 59см-30см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения     высота до столика (max/min) 87см/70см   Сиденье размер сиденья ш31см-г21см     высота до сиденья  (max/min) 68см/51см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол съемный/несъемный съемный     кож.зам +   Колеса кол-во, шт 4     диам.колес, см 5см     поворотные (да/нет) да     фиксатор (да/нет) да   Подножка регулируемая/нерегулируемая регулируемая     кол-во положений 3 положения   Дополнительно  корзина для игрушек +",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/465770247.jpg
Bertoni,"Стульчики для кормления***","Стульчик Lorelli YAM YAM Blue Sea***",2117,"Стульчик Lorelli YAM YAM - Регулируется высота стульчика (5 положений);<br />
 - Регулируется угол наклона спинки (3 положения), угол наклона меняется вместе с седушкой;<br />
 - Есть подножка и ремень безопасности для пояса и плеч;<br />
 - Есть выступ между ног, исключающий съезжание ребенка;<br />
 - Передний столик имеет ограничители по всему периметру, а при желании легко снимается;<br />
 - Верхняя обивка легко снимается и моется; <br />
 - Дополнен колесиками с фиксаторами; - Музыкальная игрушка на столике Очень удобный и свободный стул со всеми необходимыми функциями.",,1,1,Болгария,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/352667543.jpg
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-102-21-5***",732,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см Стульчик М V-102                                                                                                         Высота до сиденья - 57см. Высота до столика – 73,5см. Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком). Ремень безопасности – 3-х точечный. Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).   Габаритный размер стола: высота 45см, ширина 43см, глубина 53см. Размер столешницы – 43-48см.   Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см. Высота до сиденья - 26см. Размер сиденья - 28-23см. Спинка – большая. Поверхность стульчика – ткань (моющаяся).  Чехол съемный (застежка-молния). Материал изделия: дерево ольха шлифованная ДСП, ПВХ, пластик, ткань. Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499858545.jpg
Bertoni,"Стульчики для кормления***","Стульчик Lorelli PRIMO Black&amp;White Puppies***",2204,"Стульчик Lorelli PRIMO Удобный, мягкий и безопасный детский стульчик для кормления и игр. - Стул регулируется по высоте в пяти положениях, а так же дополнительный комфорт для малыша доставит регулируемая в 3 положениях спинка и имеет съемный поднос. - Стул компактно складывается и обладает хорошей маневренностью, благодаря 2 колесам со стопорами.<br />
 - Хорошо моющийся съемный чехол. - Яркая расцветка ткани, благотворно влияет психоэмоциональное состояние ребенка. Производство Bertoni",,1,1,Болгария,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/352651342.jpg
Bamby,"Стульчики для кормления***","Стульчик детский для кормления RT 002 P Самолет***",1752,"Стульчик RT 002 предназначен для детей от 6 месяцев до 3-х лет. Стульчик легко передвигать с помощью колес. Задние колеса снабжены тормозами. <br />
 <br />
 5-титочечные ремни безопасности и <br />
 анатомическая вставка для разделения ног, которые удерживают ребенка в надежном и безопасном положении. <br />
 Сиденье стульчика можно регулировать по высоте. Наклон спинки меняет положения для максимального удобства ребенка. <br />
 Так же у стульчика есть двойной поднос, который устанавливается в 3 положениях. Верхний обеденный поднос можно легко снять и помыть. <br />
 Стульчик быстро складывается, он очень компактен, что удобно при хранении. <br />
 Под сидением стульчика есть корзина для игрушек и аксессуаров. <br />
 У стульчика мягкая обивка, которую можно снимать и мыть. <br />
 Стульчик легко передвигать с помощью колес. <br />
 Задние колеса снабжены тормозами для дополнительной безопасности. <br />
 Детский стульчик RT 002-12 для кормления не имеет острых углов. <br />
 Габариты стульчика: <br />
 В разложенном виде: 108 x 60 x 74 см(В х Ш х Д). <br />
 В сложенном виде: 90 x 60 x 43 см(В х Ш х Д.) <br />
 Размеры сидения: 50 х 30 х 27 см. <br />
 Длина подножки: 23 см. <br />
 <br />
 Самые низкие цены . <br />
 Доставка по Украине.",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/32583363.jpg
Bambi,"Стульчики для кормления***","Детский стульчик для кормления BAMBI M 3233-22  салатовый ***",141456,"СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 60см/88см/109см   Складной размер в сложенном виде (ширина/глубина/высота) 111-60-35см   Высота регулируемая/нерегулируемая регулируемая     кол-во положений 7 положений   Спинка высота до спинки (max/min) 109см/92см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 56см-29см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения     высота до столика (max/min) 87см/70см   Сиденье размер сиденья ш30см-г21см     высота до сиденья  (max/min) 68см/51см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол съемный/несъемный съемный     ПВХ +   Колеса кол-во, шт 4     диам.колес, см 5см     поворотные (да/нет) да     фиксатор (да/нет) да   Дополнительно  корзина для игрушек +",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/792064611.jpg
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-013-9***",919,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см.<br />
 Высота до сиденья - 57см.<br />
 Высота до столика – 73,5см.<br />
 Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком).<br />
 Ремень безопасности – 3-х точечный.<br />
 Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).<br />
  <br />
 Габаритный размер стола: высота 45см, ширина 43см, глубина 53см.<br />
 Размер столешницы – 43-48см.<br />
  <br />
 Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см.<br />
 Высота до сиденья - 26см.<br />
 Размер сиденья - 28-23см.<br />
 Спинка – большая.<br />
 Поверхность стульчика – ткань.  Чехол съемный (застежка-молния).<br />
 <br />
 Материал изделия: дерево, ДСП, ПВХ, пластик, ткань.<br />
 Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499878454.jpg
Bambi,"Стульчики для кормления***","Деревянный стульчик для кормления трансформер  V-001-12***",50428,"для кормления, трансф, мал, спинка, без ремней,клетка гриб птичка",,1,1,Китай,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/590554004.jpg
Bertoni,"Стульчики для кормления***","Стульчик Lorelli JOLLY Pink Penguin***",1247,"Стульчик Lorelli JOLLY - Очень легкий, компактный стульчик из прочного материала, совершенно безопасного для малышей;<br />
 						- Легко складывается и не занимает много места; <br />
 						- Моющийся чехол из специального непромокаемого материала; <br />
 						- Оснащен пяти точечным ремнем безопасности; <br />
 						- На столике специальные места для бутылочки и чашки;<br />
 						- Сбоку на столе игрушка с музыкальной панелью; <br />
 						- Подставка для ножек; <br />
 						- Яркая расцветка благоприятно влияет на эмоциональное состояние ребенка.  ",,1,1,Болгария,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/352677516.jpg
Bambi,"Стульчики для кормления***","Детский стульчик для кормления BAMBI M 3234-4 салатовый ***",172340,"СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 59см/87см/109см   Складной размер в сложенном виде (ширина/глубина/высота) 111-59-35см   Высота регулируемая/нерегулируемая регулируемая     кол-во положений 7 положений   Спинка высота до спинки (max/min) 109см/92см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 59см-30см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения     высота до столика (max/min) 87см/70см   Сиденье размер сиденья ш31см-г21см     высота до сиденья  (max/min) 68см/51см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол съемный/несъемный съемный     кож.зам +   Колеса кол-во, шт 4     диам.колес, см 5см     поворотные (да/нет) да     фиксатор (да/нет) да   Подножка регулируемая/нерегулируемая регулируемая     кол-во положений 3 положения   Дополнительно  корзина для игрушек +",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/655376635.jpg
Bambi,"Стульчики для кормления***","	Стульчик для кормления трансформер M 0816-17, фиолетовый ***",164052,"Трансформер да/нет да   СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 61см/73см/107см   Высота регулируемая/нерегулируемая нерегулируемая   Спинка высота до спинки 107см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 61-30см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения   Сиденье размер сиденья 26см-26см     высота до сиденья 63см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол  ткань +           ТРАНСФОРМЕР (СТОЛИК/СТУЛЬЧИК)       СТОЛИК габаритный размер (ширина/глубина/высота) 50см/60см/56см     высота до столешницы 51см     размер столешницы ш42см-г48см   СТУЛЬЧИК габаритный размер (ширина/глубина/высота) 40см/45см/75см     высота до сиденья 31см",,1,1,Китай,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/556739628.jpg
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-102-31-3***",732,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см Стульчик М V-102                                                                                                         Высота до сиденья - 57см. Высота до столика – 73,5см. Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком). Ремень безопасности – 3-х точечный. Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).   Габаритный размер стола: высота 45см, ширина 43см, глубина 53см. Размер столешницы – 43-48см.   Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см. Высота до сиденья - 26см. Размер сиденья - 28-23см. Спинка – большая. Поверхность стульчика – ткань (моющаяся).  Чехол съемный (застежка-молния). Материал изделия: дерево ольха шлифованная ДСП, ПВХ, пластик, ткань. Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499854435.jpg
Bertoni,"Стульчики для кормления***","Стульчик Lorelli YAM YAM Blue Friends***",2117,"Стульчик Lorelli YAM YAM - Регулируется высота стульчика (5 положений);<br />
 - Регулируется угол наклона спинки (3 положения), угол наклона меняется вместе с седушкой;<br />
 - Есть подножка и ремень безопасности для пояса и плеч;<br />
 - Есть выступ между ног, исключающий съезжание ребенка;<br />
 - Передний столик имеет ограничители по всему периметру, а при желании легко снимается;<br />
 - Верхняя обивка легко снимается и моется; <br />
 - Дополнен колесиками с фиксаторами; - Музыкальная игрушка на столике Очень удобный и свободный стул со всеми необходимыми функциями.",,1,1,Болгария,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/352668424.jpg
"Baby Tilly","Стульчики для кормления***","Стульчик для кормления CARRELLO Caramel CRL-9501/3 Beige ***",2291,"Стульчик для кормления CARRELLO Caramel имеет хорошо продуманную устойчивую и безопасную конструкцию с отличным функционалом. Помимо этого в нем имеются все необходимые регулировки и весьма просторное сидение, благодаря которым стульчик будет одинаково удобным как полугодовалому малышу, так и трехлетнему ребенку. Пятиточечные ремни и ограничитель между ножек позаботятся о безопасности ребёнка, а съёмный поднос-столешница и чехол, выполненный из ECO кожи, значительно облегчат уход за ним. Не менее порадует и наличие вCARRELLO Caramel прорезиненных колес, для его безшумного перемещения, вместе со стопором для фиксации, а также корзины, которая, безусловно, будет востребована в процессе эксплуатации стульчика. Характеристики товара    Размер, ВхГхШ, см. 102х68х60   Размер в сложенном виде, ВхГхШ, см. 100х20х60   Регулировка по высоте Есть   Регулировка спинки 3 положения   Подставка для ножек Есть   Столешница Есть, съемная   Поднос Есть, с подстаканником   Корзина для игрушек Есть   Ремень безопасности 5-ти точечный   Наличие колес Есть, прорезиненные",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733963266.jpg
Bambi,"Стульчики для кормления***","Стульчик для кормления трансформер M 0816-21, мятный ***",164052,"Трансформер да/нет да   СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 61см/73см/107см   Высота регулируемая/нерегулируемая нерегулируемая   Спинка высота до спинки 107см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 61-30см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения   Сиденье размер сиденья 26см-26см     высота до сиденья 63см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол  ткань +           ТРАНСФОРМЕР (СТОЛИК/СТУЛЬЧИК)       СТОЛИК габаритный размер (ширина/глубина/высота) 50см/60см/56см     высота до столешницы 51см     размер столешницы ш42см-г48см   СТУЛЬЧИК габаритный размер (ширина/глубина/высота) 40см/45см/75см     высота до сиденья 31см",,1,1,Китай,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/556733043.jpg
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-102-24-8***",732,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см Стульчик М V-102                                                                                                         Высота до сиденья - 57см. Высота до столика – 73,5см. Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком). Ремень безопасности – 3-х точечный. Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).   Габаритный размер стола: высота 45см, ширина 43см, глубина 53см. Размер столешницы – 43-48см.   Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см. Высота до сиденья - 26см. Размер сиденья - 28-23см. Спинка – большая. Поверхность стульчика – ткань (моющаяся).  Чехол съемный (застежка-молния). Материал изделия: дерево ольха шлифованная ДСП, ПВХ, пластик, ткань. Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499855151.jpg
Bertoni,"Стульчики для кормления***","Стульчик Lorelli BRAVO Violet Stork***",1305,"Стульчик Lorelli BRAVO - Съемный, моющийся чехол кресла.<br />
 						- Пятиточечные ремени безопасности.<br />
 						- Корзина для аксессуаров.<br />
 						- Место для бутылки или чашки.<br />
 						- Очень легкий, компактный и удобный стульчик, легко складывается. - Яркая расцветка ткани, благотворно влияющая на психоэмоциональное состояние ребенка.  ",,1,1,Болгария,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/352678020.jpg
"Baby Tilly","Стульчики для кормления***","Стульчик для кормления CARRELLO Caramel CRL-9501/3 Milk ***",2291,"Стульчик для кормления CARRELLO Caramel имеет хорошо продуманную устойчивую и безопасную конструкцию с отличным функционалом. Помимо этого в нем имеются все необходимые регулировки и весьма просторное сидение, благодаря которым стульчик будет одинаково удобным как полугодовалому малышу, так и трехлетнему ребенку. Пятиточечные ремни и ограничитель между ножек позаботятся о безопасности ребёнка, а съёмный поднос-столешница и чехол, выполненный из ECO кожи, значительно облегчат уход за ним. Не менее порадует и наличие вCARRELLO Caramel прорезиненных колес, для его безшумного перемещения, вместе со стопором для фиксации, а также корзины, которая, безусловно, будет востребована в процессе эксплуатации стульчика. Характеристики товара    Размер, ВхГхШ, см. 102х68х60   Размер в сложенном виде, ВхГхШ, см. 100х20х60   Регулировка по высоте Есть   Регулировка спинки 3 положения   Подставка для ножек Есть   Столешница Есть, съемная   Поднос Есть, с подстаканником   Корзина для игрушек Есть   Ремень безопасности 5-ти точечный   Наличие колес Есть, прорезиненные",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733961490.jpg
Bamby,"Стульчики для кормления***","СТУЛЬЧИК М V-102-24-3***",732,"Стульчик для кормления Vivast Габаритный размер: высота 96см, ширина 50см, глубина 53см Стульчик М V-102                                                                                                         Высота до сиденья - 57см. Высота до столика – 73,5см. Трансформер - 2 в 1(стульчик для кормления, стол со стульчиком). Ремень безопасности – 3-х точечный. Столик перед сиденьем пластиковый (50-24см) – съемный (прикручивается шурупами).   Габаритный размер стола: высота 45см, ширина 43см, глубина 53см. Размер столешницы – 43-48см.   Габаритный размер стульчика: высота 66см, ширина: со столиком-панелью – 50см, без столика 40см, глубина: со столиком-панелью 52см; без столика – 35,5см. Высота до сиденья - 26см. Размер сиденья - 28-23см. Спинка – большая. Поверхность стульчика – ткань (моющаяся).  Чехол съемный (застежка-молния). Материал изделия: дерево ольха шлифованная ДСП, ПВХ, пластик, ткань. Упаковка – коробка. Размер 60-49-11см.",,1,1,Украина,Стульчик-трансформер,,,,,,,,,,,,,,,,,,,,,,,,,,"натуральное дерево",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/499856114.jpg
Bertoni,"Стульчики для кормления***","Стульчик Lorelli JOLLY Green Toy Train***",1247,"Стульчик Lorelli JOLLY - Очень легкий, компактный стульчик из прочного материала, совершенно безопасного для малышей;<br />
 						- Легко складывается и не занимает много места; <br />
 						- Моющийся чехол из специального непромокаемого материала; <br />
 						- Оснащен пяти точечным ремнем безопасности; <br />
 						- На столике специальные места для бутылочки и чашки;<br />
 						- Сбоку на столе игрушка с музыкальной панелью; <br />
 						- Подставка для ножек; <br />
 						- Яркая расцветка благоприятно влияет на эмоциональное состояние ребенка.  ",,1,1,Болгария,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/352676179.jpg
Bamby,"Стульчики для кормления***","Стульчик для кормления BAMBI  M 3234-1***",1687,"СТУЛЬЧИК ДЛЯ КОРМЛЕНИЯ       Габаритный размер ширина/глубина/высота 59см/87см/109см   Складной размер в сложенном виде (ширина/глубина/высота) 111-59-35см   Высота регулируемая/нерегулируемая регулируемая     кол-во положений 7 положений   Спинка высота до спинки (max/min) 109см/92см     регулируемый наклон (кол-во положений) 3 положения   Столик съемный/несъемный съемный     размер столика 59см-30см     съемная панель +     регулируемый по отношению к спинке(кол-во положений) 3 положения     высота до столика (max/min) 87см/70см   Сиденье размер сиденья ш31см-г21см     высота до сиденья  (max/min) 68см/51см   Ремень безопасности да/нет да     кол-во точ. 5-ти точечный   Чехол съемный/несъемный съемный     кож.зам +   Колеса кол-во, шт 4     диам.колес, см 5см     поворотные (да/нет) да     фиксатор (да/нет) да   Подножка регулируемая/нерегулируемая регулируемая     кол-во положений 3 положения   Дополнительно  корзина для игрушек +",,1,1,Китай,"Классический стульчик",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/465769433.jpg
